DATE;GTIN 13;Store;Sales;;
24/11/2022;139622;Store 15;17;;
24/11/2022;139466;Store 2;23;;
24/11/2022;139698;Store 9;6;;
24/11/2022;139905;Store 3;1;;
25/11/2022;139468;Store 13;115;;
25/11/2022;139823;Store 7;273;;
25/11/2022;139633;Store 15;10;;
25/11/2022;139633;Store 11;75;;
25/11/2022;139765;Store 2;28;;
25/11/2022;139722;Store 11;1;;
25/11/2022;139741;Store 4;51;;
25/11/2022;139558;Store 11;123;;
25/11/2022;139723;Store 4;45;;
25/11/2022;139517;Store 4;21;;
25/11/2022;139897;Store 14;56;;
25/11/2022;139594;Store 6;119;;
25/11/2022;139756;Store 4;15;;
25/11/2022;139591;Store 1;1037;;
25/11/2022;139859;Store 13;103;;
25/11/2022;139605;Store 1;103;;
25/11/2022;139475;Store 6;5;;
25/11/2022;139648;Store 13;5;;
25/11/2022;139772;Store 14;82;;
25/11/2022;139880;Store 5;55;;
25/11/2022;139767;Store 6;873;;
25/11/2022;139883;Store 14;75;;
25/11/2022;139767;Store 16;85;;
25/11/2022;139632;Store 1;18;;
25/11/2022;139451;Store 6;18;;
25/11/2022;139410;Store 8;2;;
25/11/2022;139922;Store 8;104;;
25/11/2022;139471;Store 14;107;;
25/11/2022;139636;Store 16;16;;
25/11/2022;139675;Store 5;255;;
25/11/2022;139610;Store 12;3;;
25/11/2022;139719;Store 2;14;;
25/11/2022;139791;Store 3;46;;
25/11/2022;139490;Store 4;3;;
25/11/2022;139772;Store 13;53;;
25/11/2022;139401;Store 6;35;;
25/11/2022;139506;Store 5;39;;
26/11/2022;139866;Store 3;25;;
26/11/2022;139535;Store 7;319;;
26/11/2022;139751;Store 11;63;;
26/11/2022;139445;Store 13;1253;;
26/11/2022;139549;Store 14;1279;;
26/11/2022;139843;Store 1;10;;
26/11/2022;139787;Store 16;4;;
26/11/2022;139513;Store 11;13;;
26/11/2022;139613;Store 10;943;;
26/11/2022;139727;Store 15;74;;
26/11/2022;139443;Store 8;33;;
26/11/2022;139738;Store 3;52;;
26/11/2022;139850;Store 15;35;;
26/11/2022;139699;Store 13;5;;
26/11/2022;139597;Store 10;26;;
26/11/2022;139723;Store 6;85;;
26/11/2022;139661;Store 9;125;;
26/11/2022;139895;Store 2;179;;
26/11/2022;139493;Store 1;88;;
26/11/2022;139900;Store 14;20;;
26/11/2022;139605;Store 15;22;;
26/11/2022;139443;Store 5;47;;
26/11/2022;139724;Store 8;102;;
26/11/2022;139541;Store 4;35;;
26/11/2022;139736;Store 14;65;;
26/11/2022;139450;Store 6;60;;
26/11/2022;139909;Store 3;111;;
26/11/2022;139602;Store 12;34;;
26/11/2022;139825;Store 5;66;;
26/11/2022;139850;Store 10;20;;
26/11/2022;139708;Store 2;2;;
26/11/2022;139750;Store 11;27;;
26/11/2022;139829;Store 8;5;;
26/11/2022;139722;Store 4;6;;
26/11/2022;139931;Store 3;21;;
26/11/2022;139697;Store 4;20;;
26/11/2022;139641;Store 3;7;;
26/11/2022;139883;Store 5;40;;
27/11/2022;139421;Store 15;403;;
27/11/2022;139644;Store 12;62;;
27/11/2022;139687;Store 5;1;;
27/11/2022;139818;Store 8;45;;
27/11/2022;139869;Store 5;60;;
27/11/2022;139625;Store 2;42;;
27/11/2022;139717;Store 10;6;;
27/11/2022;139563;Store 5;73;;
27/11/2022;139572;Store 15;307;;
27/11/2022;139803;Store 4;2711;;
27/11/2022;139634;Store 11;55;;
27/11/2022;139820;Store 1;84;;
27/11/2022;139780;Store 4;45;;
27/11/2022;139442;Store 3;281;;
27/11/2022;139744;Store 13;57;;
27/11/2022;139848;Store 14;108;;
27/11/2022;139848;Store 12;11;;
27/11/2022;139860;Store 9;5;;
27/11/2022;139515;Store 3;14;;
27/11/2022;139779;Store 4;21;;
27/11/2022;139732;Store 13;2;;
27/11/2022;139574;Store 3;140;;
27/11/2022;139681;Store 8;28;;
27/11/2022;139453;Store 14;84;;
27/11/2022;139587;Store 14;3;;
27/11/2022;139875;Store 1;30;;
27/11/2022;139461;Store 4;5;;
27/11/2022;139861;Store 2;6;;
27/11/2022;139639;Store 3;24;;
27/11/2022;139768;Store 5;1;;
27/11/2022;139707;Store 14;10;;
27/11/2022;139599;Store 3;28;;
27/11/2022;139801;Store 11;21;;
27/11/2022;139708;Store 4;41;;
27/11/2022;139801;Store 3;544;;
27/11/2022;139624;Store 10;2;;
27/11/2022;139762;Store 7;114;;
27/11/2022;139649;Store 11;810;;
28/11/2022;139592;Store 1;9;;
28/11/2022;139661;Store 9;289;;
28/11/2022;139792;Store 10;75;;
28/11/2022;139731;Store 11;105;;
28/11/2022;139810;Store 12;14;;
28/11/2022;139625;Store 10;17;;
28/11/2022;139550;Store 8;161;;
28/11/2022;139804;Store 7;0;;
28/11/2022;139710;Store 16;36;;
28/11/2022;139414;Store 11;193;;
28/11/2022;139722;Store 12;11;;
28/11/2022;139431;Store 6;356;;
28/11/2022;139725;Store 13;2;;
28/11/2022;139768;Store 8;30;;
28/11/2022;139860;Store 2;2;;
28/11/2022;139782;Store 14;25;;
28/11/2022;139575;Store 11;69;;
28/11/2022;139654;Store 14;24;;
28/11/2022;139466;Store 2;47;;
28/11/2022;139872;Store 3;46;;
28/11/2022;139607;Store 1;25;;
28/11/2022;139911;Store 12;57;;
28/11/2022;139694;Store 7;86;;
28/11/2022;139937;Store 10;143;;
28/11/2022;139850;Store 12;23;;
28/11/2022;139841;Store 11;72;;
28/11/2022;139613;Store 5;3;;
28/11/2022;139764;Store 15;3;;
28/11/2022;139493;Store 12;25;;
28/11/2022;139546;Store 9;5;;
28/11/2022;139767;Store 11;13;;
28/11/2022;139820;Store 16;119;;
28/11/2022;139936;Store 16;148;;
28/11/2022;139843;Store 9;1;;
28/11/2022;139850;Store 16;911;;
28/11/2022;139913;Store 13;28;;
28/11/2022;139400;Store 10;7;;
28/11/2022;139902;Store 10;94;;
28/11/2022;139866;Store 1;6;;
28/11/2022;139790;Store 14;58;;
28/11/2022;139702;Store 5;24;;
28/11/2022;139606;Store 8;1;;
28/11/2022;139791;Store 14;16;;
28/11/2022;139502;Store 14;149;;
28/11/2022;139915;Store 14;237;;
28/11/2022;139917;Store 8;114;;
29/11/2022;139490;Store 14;2;;
29/11/2022;139855;Store 14;32;;
29/11/2022;139694;Store 15;36;;
29/11/2022;139943;Store 10;351;;
29/11/2022;139526;Store 11;474;;
29/11/2022;139847;Store 3;43;;
29/11/2022;139618;Store 11;17;;
29/11/2022;139591;Store 13;284;;
29/11/2022;139781;Store 10;27;;
29/11/2022;139714;Store 7;57;;
29/11/2022;139839;Store 5;1;;
29/11/2022;139463;Store 10;31;;
29/11/2022;139919;Store 12;145;;
29/11/2022;139535;Store 4;22;;
29/11/2022;139469;Store 13;30;;
29/11/2022;139894;Store 13;141;;
29/11/2022;139818;Store 13;191;;
29/11/2022;139784;Store 5;25;;
29/11/2022;139424;Store 14;10;;
29/11/2022;139538;Store 4;125;;
29/11/2022;139794;Store 3;257;;
29/11/2022;139561;Store 1;1768;;
29/11/2022;139504;Store 2;51;;
29/11/2022;139739;Store 9;1;;
29/11/2022;139777;Store 7;88;;
29/11/2022;139641;Store 13;68;;
29/11/2022;139930;Store 13;2;;
29/11/2022;139424;Store 3;141;;
29/11/2022;139598;Store 10;55;;
29/11/2022;139637;Store 9;87;;
29/11/2022;139523;Store 12;8;;
29/11/2022;139854;Store 6;3;;
29/11/2022;139536;Store 3;52;;
29/11/2022;139877;Store 2;85;;
29/11/2022;139739;Store 3;187;;
29/11/2022;139938;Store 7;55;;
29/11/2022;139745;Store 14;4;;
29/11/2022;139668;Store 13;89;;
29/11/2022;139508;Store 12;47;;
29/11/2022;139472;Store 13;36;;
29/11/2022;139622;Store 10;101;;
29/11/2022;139403;Store 1;12;;
29/11/2022;139846;Store 4;28;;
29/11/2022;139631;Store 4;23;;
29/11/2022;139772;Store 11;26;;
29/11/2022;139820;Store 5;21;;
29/11/2022;139854;Store 5;101;;
29/11/2022;139606;Store 16;33;;
29/11/2022;139400;Store 9;667;;
29/11/2022;139595;Store 10;44;;
30/11/2022;139504;Store 7;346;;
30/11/2022;139838;Store 15;261;;
30/11/2022;139931;Store 3;1253;;
30/11/2022;139842;Store 12;36;;
30/11/2022;139616;Store 9;214;;
30/11/2022;139836;Store 14;119;;
30/11/2022;139838;Store 2;1794;;
30/11/2022;139424;Store 14;48;;
30/11/2022;139419;Store 12;30;;
30/11/2022;139417;Store 2;1;;
30/11/2022;139799;Store 7;146;;
30/11/2022;139594;Store 4;3;;
30/11/2022;139408;Store 15;1;;
30/11/2022;139604;Store 5;13;;
30/11/2022;139472;Store 2;4;;
30/11/2022;139462;Store 16;1464;;
30/11/2022;139859;Store 7;386;;
30/11/2022;139531;Store 12;11;;
30/11/2022;139940;Store 10;15;;
30/11/2022;139410;Store 8;264;;
30/11/2022;139505;Store 5;1153;;
30/11/2022;139916;Store 1;17;;
30/11/2022;139655;Store 14;75;;
30/11/2022;139514;Store 2;6;;
30/11/2022;139697;Store 13;124;;
30/11/2022;139526;Store 1;180;;
30/11/2022;139531;Store 1;243;;
30/11/2022;139505;Store 4;154;;
30/11/2022;139577;Store 4;43;;
30/11/2022;139865;Store 3;124;;
30/11/2022;139924;Store 1;164;;
30/11/2022;139736;Store 11;93;;
30/11/2022;139754;Store 12;1;;
30/11/2022;139745;Store 4;13;;
30/11/2022;139517;Store 11;42;;
30/11/2022;139722;Store 14;143;;
30/11/2022;139457;Store 2;2;;
30/11/2022;139513;Store 14;192;;
30/11/2022;139450;Store 16;105;;
30/11/2022;139848;Store 3;175;;
01/12/2022;139764;Store 6;159;;
01/12/2022;139846;Store 9;77;;
01/12/2022;139940;Store 12;220;;
01/12/2022;139557;Store 14;2;;
01/12/2022;139939;Store 1;113;;
01/12/2022;139934;Store 10;0;;
01/12/2022;139799;Store 11;11;;
01/12/2022;139404;Store 12;76;;
01/12/2022;139867;Store 11;4;;
01/12/2022;139802;Store 10;500;;
01/12/2022;139647;Store 14;19;;
01/12/2022;139536;Store 11;3;;
01/12/2022;139505;Store 15;4;;
01/12/2022;139793;Store 11;71;;
01/12/2022;139592;Store 3;33;;
01/12/2022;139439;Store 16;111;;
01/12/2022;139661;Store 16;39;;
01/12/2022;139615;Store 8;5;;
01/12/2022;139910;Store 7;91;;
01/12/2022;139911;Store 4;516;;
01/12/2022;139559;Store 15;1;;
01/12/2022;139597;Store 4;44;;
01/12/2022;139549;Store 10;122;;
01/12/2022;139662;Store 15;4;;
01/12/2022;139771;Store 9;127;;
01/12/2022;139691;Store 4;1;;
01/12/2022;139433;Store 9;11;;
01/12/2022;139627;Store 11;100;;
01/12/2022;139647;Store 10;82;;
01/12/2022;139834;Store 8;25;;
01/12/2022;139824;Store 5;205;;
01/12/2022;139551;Store 15;76;;
01/12/2022;139671;Store 1;98;;
01/12/2022;139625;Store 7;111;;
01/12/2022;139874;Store 9;353;;
01/12/2022;139581;Store 10;18;;
01/12/2022;139758;Store 7;606;;
01/12/2022;139525;Store 14;17;;
01/12/2022;139866;Store 12;23;;
01/12/2022;139676;Store 3;134;;
02/12/2022;139722;Store 7;74;;
02/12/2022;139462;Store 5;209;;
02/12/2022;139407;Store 16;218;;
02/12/2022;139542;Store 11;15;;
02/12/2022;139579;Store 6;4;;
02/12/2022;139499;Store 16;151;;
02/12/2022;139742;Store 10;51;;
02/12/2022;139919;Store 12;156;;
02/12/2022;139535;Store 13;9;;
02/12/2022;139549;Store 2;18;;
02/12/2022;139846;Store 8;58;;
02/12/2022;139696;Store 9;59;;
02/12/2022;139622;Store 3;58;;
02/12/2022;139650;Store 5;40;;
02/12/2022;139756;Store 8;40;;
02/12/2022;139799;Store 4;311;;
02/12/2022;139613;Store 2;9;;
02/12/2022;139441;Store 2;33;;
02/12/2022;139518;Store 14;27;;
02/12/2022;139596;Store 15;157;;
02/12/2022;139839;Store 9;48;;
02/12/2022;139768;Store 6;79;;
02/12/2022;139445;Store 7;10;;
02/12/2022;139893;Store 15;42;;
02/12/2022;139850;Store 1;71;;
02/12/2022;139556;Store 12;11;;
02/12/2022;139614;Store 12;281;;
02/12/2022;139433;Store 12;15;;
02/12/2022;139525;Store 4;53;;
02/12/2022;139632;Store 4;5;;
02/12/2022;139795;Store 9;73;;
02/12/2022;139776;Store 3;22;;
02/12/2022;139844;Store 1;27;;
02/12/2022;139618;Store 14;108;;
02/12/2022;139614;Store 1;169;;
02/12/2022;139616;Store 3;10;;
02/12/2022;139775;Store 9;146;;
02/12/2022;139685;Store 4;175;;
02/12/2022;139667;Store 7;121;;
02/12/2022;139454;Store 10;37;;
02/12/2022;139713;Store 8;1;;
02/12/2022;139931;Store 16;338;;
02/12/2022;139796;Store 13;11;;
02/12/2022;139488;Store 10;27;;
02/12/2022;139536;Store 3;4;;
03/12/2022;139747;Store 10;3;;
03/12/2022;139551;Store 12;45;;
03/12/2022;139497;Store 16;63;;
03/12/2022;139795;Store 8;15;;
03/12/2022;139692;Store 7;32;;
03/12/2022;139616;Store 9;4;;
03/12/2022;139761;Store 4;15;;
03/12/2022;139438;Store 6;3;;
03/12/2022;139701;Store 2;97;;
03/12/2022;139576;Store 14;40;;
03/12/2022;139501;Store 10;23;;
03/12/2022;139517;Store 15;296;;
03/12/2022;139868;Store 9;32;;
03/12/2022;139933;Store 13;1203;;
03/12/2022;139721;Store 5;131;;
03/12/2022;139590;Store 12;20;;
03/12/2022;139667;Store 12;10;;
03/12/2022;139811;Store 5;1;;
03/12/2022;139438;Store 16;98;;
03/12/2022;139858;Store 3;127;;
03/12/2022;139565;Store 3;18;;
03/12/2022;139637;Store 9;49;;
03/12/2022;139672;Store 8;71;;
03/12/2022;139600;Store 11;31;;
03/12/2022;139834;Store 2;93;;
03/12/2022;139695;Store 13;74;;
03/12/2022;139566;Store 8;18;;
03/12/2022;139619;Store 6;127;;
03/12/2022;139683;Store 13;18;;
03/12/2022;139674;Store 3;4;;
03/12/2022;139549;Store 8;104;;
03/12/2022;139851;Store 8;93;;
03/12/2022;139677;Store 13;1450;;
03/12/2022;139404;Store 4;687;;
03/12/2022;139654;Store 8;64;;
04/12/2022;139428;Store 9;33;;
04/12/2022;139770;Store 15;21;;
04/12/2022;139811;Store 4;95;;
04/12/2022;139747;Store 6;43;;
04/12/2022;139942;Store 10;14;;
04/12/2022;139483;Store 4;100;;
04/12/2022;139489;Store 3;79;;
04/12/2022;139751;Store 7;10;;
04/12/2022;139840;Store 16;70;;
04/12/2022;139919;Store 11;167;;
04/12/2022;139447;Store 8;63;;
04/12/2022;139706;Store 4;12;;
04/12/2022;139768;Store 5;1643;;
04/12/2022;139895;Store 16;2;;
04/12/2022;139722;Store 1;82;;
04/12/2022;139504;Store 8;59;;
04/12/2022;139538;Store 4;48;;
04/12/2022;139548;Store 8;24;;
04/12/2022;139647;Store 11;6;;
04/12/2022;139785;Store 1;299;;
04/12/2022;139475;Store 10;1;;
04/12/2022;139607;Store 4;229;;
04/12/2022;139706;Store 12;27;;
04/12/2022;139828;Store 5;116;;
04/12/2022;139870;Store 1;384;;
04/12/2022;139405;Store 9;22;;
04/12/2022;139541;Store 1;6;;
04/12/2022;139667;Store 10;189;;
04/12/2022;139618;Store 6;2;;
04/12/2022;139629;Store 13;2;;
04/12/2022;139511;Store 2;82;;
04/12/2022;139531;Store 7;66;;
04/12/2022;139819;Store 4;55;;
04/12/2022;139438;Store 6;58;;
04/12/2022;139678;Store 5;83;;
04/12/2022;139530;Store 16;1;;
04/12/2022;139883;Store 10;15;;
04/12/2022;139539;Store 8;6;;
04/12/2022;139876;Store 14;142;;
04/12/2022;139789;Store 7;10;;
04/12/2022;139492;Store 11;19;;
04/12/2022;139455;Store 3;33;;
04/12/2022;139412;Store 16;19;;
04/12/2022;139732;Store 15;271;;
04/12/2022;139910;Store 14;50;;
04/12/2022;139468;Store 6;21;;
05/12/2022;139659;Store 9;77;;
05/12/2022;139869;Store 12;65;;
05/12/2022;139498;Store 9;15;;
05/12/2022;139680;Store 16;115;;
05/12/2022;139812;Store 10;128;;
05/12/2022;139762;Store 11;72;;
05/12/2022;139523;Store 11;-1;;
05/12/2022;139715;Store 2;191;;
05/12/2022;139507;Store 11;82;;
05/12/2022;139739;Store 7;83;;
05/12/2022;139737;Store 14;39;;
05/12/2022;139443;Store 14;83;;
05/12/2022;139432;Store 1;31;;
05/12/2022;139655;Store 2;42;;
05/12/2022;139696;Store 7;259;;
05/12/2022;139436;Store 5;138;;
05/12/2022;139926;Store 12;152;;
05/12/2022;139921;Store 4;20;;
05/12/2022;139879;Store 14;218;;
05/12/2022;139750;Store 6;9;;
05/12/2022;139561;Store 9;236;;
05/12/2022;139399;Store 14;2;;
05/12/2022;139819;Store 14;113;;
05/12/2022;139846;Store 3;28;;
05/12/2022;139581;Store 2;70;;
05/12/2022;139766;Store 10;84;;
05/12/2022;139716;Store 10;268;;
05/12/2022;139542;Store 9;1;;
05/12/2022;139714;Store 9;4;;
05/12/2022;139941;Store 9;31;;
05/12/2022;139610;Store 8;15;;
05/12/2022;139862;Store 7;51;;
05/12/2022;139702;Store 5;8;;
05/12/2022;139597;Store 4;5;;
05/12/2022;139930;Store 7;48;;
05/12/2022;139778;Store 4;45;;
05/12/2022;139543;Store 4;37;;
06/12/2022;139813;Store 15;279;;
06/12/2022;139688;Store 11;90;;
06/12/2022;139454;Store 5;9;;
06/12/2022;139532;Store 5;18;;
06/12/2022;139907;Store 10;7;;
06/12/2022;139480;Store 14;137;;
06/12/2022;139676;Store 1;15;;
06/12/2022;139647;Store 4;2;;
06/12/2022;139586;Store 1;34;;
06/12/2022;139662;Store 8;35;;
06/12/2022;139853;Store 14;168;;
06/12/2022;139744;Store 15;23;;
06/12/2022;139794;Store 15;113;;
06/12/2022;139434;Store 1;58;;
06/12/2022;139772;Store 9;54;;
06/12/2022;139835;Store 2;33;;
06/12/2022;139829;Store 13;10;;
06/12/2022;139637;Store 13;7;;
06/12/2022;139654;Store 13;22;;
06/12/2022;139591;Store 16;61;;
06/12/2022;139421;Store 9;23;;
06/12/2022;139592;Store 1;31;;
06/12/2022;139787;Store 2;5;;
06/12/2022;139562;Store 8;34;;
06/12/2022;139464;Store 6;21;;
06/12/2022;139727;Store 1;307;;
06/12/2022;139595;Store 2;14;;
06/12/2022;139480;Store 15;11;;
06/12/2022;139938;Store 12;362;;
06/12/2022;139467;Store 15;0;;
06/12/2022;139646;Store 10;28;;
06/12/2022;139525;Store 2;14;;
06/12/2022;139921;Store 14;23;;
06/12/2022;139651;Store 1;2;;
06/12/2022;139700;Store 3;16;;
06/12/2022;139744;Store 16;84;;
07/12/2022;139726;Store 6;12;;
07/12/2022;139612;Store 9;2;;
07/12/2022;139879;Store 3;394;;
07/12/2022;139895;Store 9;316;;
07/12/2022;139922;Store 11;11;;
07/12/2022;139497;Store 14;2;;
07/12/2022;139902;Store 11;58;;
07/12/2022;139703;Store 16;6;;
07/12/2022;139730;Store 8;1;;
07/12/2022;139830;Store 6;92;;
07/12/2022;139710;Store 7;14;;
07/12/2022;139589;Store 4;51;;
07/12/2022;139648;Store 15;954;;
07/12/2022;139601;Store 4;236;;
07/12/2022;139736;Store 16;9;;
07/12/2022;139718;Store 8;16;;
07/12/2022;139608;Store 16;20;;
07/12/2022;139696;Store 9;209;;
07/12/2022;139542;Store 15;13;;
07/12/2022;139889;Store 4;110;;
07/12/2022;139792;Store 3;49;;
07/12/2022;139639;Store 7;64;;
07/12/2022;139909;Store 11;559;;
07/12/2022;139868;Store 16;127;;
07/12/2022;139739;Store 5;67;;
07/12/2022;139472;Store 16;26;;
07/12/2022;139736;Store 1;78;;
07/12/2022;139744;Store 5;1;;
08/12/2022;139803;Store 11;3;;
08/12/2022;139515;Store 2;28;;
08/12/2022;139463;Store 14;42;;
08/12/2022;139677;Store 9;5;;
08/12/2022;139589;Store 4;18;;
08/12/2022;139609;Store 14;4;;
08/12/2022;139400;Store 4;183;;
08/12/2022;139494;Store 4;49;;
08/12/2022;139912;Store 16;82;;
08/12/2022;139626;Store 13;211;;
08/12/2022;139532;Store 13;133;;
08/12/2022;139894;Store 12;17;;
08/12/2022;139404;Store 11;90;;
08/12/2022;139412;Store 10;174;;
08/12/2022;139532;Store 14;59;;
08/12/2022;139596;Store 4;182;;
08/12/2022;139730;Store 8;20;;
08/12/2022;139571;Store 12;1;;
08/12/2022;139913;Store 2;8;;
08/12/2022;139591;Store 8;72;;
08/12/2022;139477;Store 2;16;;
08/12/2022;139528;Store 13;27;;
08/12/2022;139776;Store 6;35;;
08/12/2022;139410;Store 10;122;;
08/12/2022;139461;Store 5;158;;
08/12/2022;139824;Store 11;0;;
08/12/2022;139862;Store 8;1;;
08/12/2022;139742;Store 2;5;;
08/12/2022;139842;Store 12;90;;
08/12/2022;139645;Store 6;68;;
08/12/2022;139506;Store 1;13;;
08/12/2022;139851;Store 13;19;;
08/12/2022;139414;Store 2;32;;
08/12/2022;139894;Store 4;22;;
08/12/2022;139507;Store 5;54;;
08/12/2022;139759;Store 5;71;;
08/12/2022;139930;Store 3;125;;
08/12/2022;139428;Store 15;30;;
08/12/2022;139482;Store 15;301;;
08/12/2022;139410;Store 10;31;;
08/12/2022;139919;Store 14;2258;;
08/12/2022;139878;Store 3;152;;
09/12/2022;139637;Store 6;5;;
09/12/2022;139866;Store 12;139;;
09/12/2022;139789;Store 12;263;;
09/12/2022;139683;Store 12;46;;
09/12/2022;139766;Store 13;21;;
09/12/2022;139776;Store 16;265;;
09/12/2022;139725;Store 8;26;;
09/12/2022;139831;Store 5;77;;
09/12/2022;139742;Store 14;31;;
09/12/2022;139401;Store 10;128;;
09/12/2022;139442;Store 8;74;;
09/12/2022;139783;Store 7;12;;
09/12/2022;139476;Store 12;110;;
09/12/2022;139853;Store 1;49;;
09/12/2022;139788;Store 15;44;;
09/12/2022;139512;Store 15;31;;
09/12/2022;139890;Store 13;36;;
09/12/2022;139435;Store 2;3;;
09/12/2022;139864;Store 3;68;;
09/12/2022;139861;Store 8;2;;
09/12/2022;139491;Store 4;1;;
09/12/2022;139469;Store 8;157;;
09/12/2022;139526;Store 13;1407;;
09/12/2022;139613;Store 13;74;;
09/12/2022;139747;Store 10;256;;
09/12/2022;139451;Store 6;8;;
09/12/2022;139405;Store 6;32;;
09/12/2022;139421;Store 7;8;;
09/12/2022;139652;Store 4;45;;
09/12/2022;139418;Store 1;21;;
09/12/2022;139789;Store 11;38;;
09/12/2022;139683;Store 15;29;;
09/12/2022;139429;Store 10;4;;
09/12/2022;139688;Store 12;21;;
09/12/2022;139903;Store 11;17;;
09/12/2022;139777;Store 11;12;;
09/12/2022;139537;Store 5;15;;
09/12/2022;139456;Store 7;478;;
09/12/2022;139786;Store 7;72;;
09/12/2022;139791;Store 8;143;;
09/12/2022;139719;Store 13;31;;
09/12/2022;139510;Store 9;399;;
09/12/2022;139759;Store 4;136;;
09/12/2022;139924;Store 16;73;;
09/12/2022;139425;Store 16;133;;
10/12/2022;139711;Store 8;168;;
10/12/2022;139826;Store 7;76;;
10/12/2022;139923;Store 16;15;;
10/12/2022;139732;Store 12;71;;
10/12/2022;139558;Store 11;123;;
10/12/2022;139568;Store 15;6;;
10/12/2022;139507;Store 7;20;;
10/12/2022;139534;Store 4;12;;
10/12/2022;139617;Store 10;38;;
10/12/2022;139729;Store 14;91;;
10/12/2022;139837;Store 14;43;;
10/12/2022;139843;Store 1;3;;
10/12/2022;139627;Store 7;1;;
10/12/2022;139828;Store 8;167;;
10/12/2022;139647;Store 14;186;;
10/12/2022;139857;Store 9;224;;
10/12/2022;139718;Store 10;75;;
10/12/2022;139913;Store 10;8;;
10/12/2022;139772;Store 9;1;;
10/12/2022;139633;Store 13;3;;
10/12/2022;139584;Store 9;12;;
10/12/2022;139881;Store 14;37;;
10/12/2022;139711;Store 11;108;;
10/12/2022;139700;Store 14;23;;
10/12/2022;139552;Store 11;1240;;
10/12/2022;139878;Store 5;13;;
10/12/2022;139644;Store 5;19;;
10/12/2022;139572;Store 6;105;;
10/12/2022;139909;Store 4;1;;
10/12/2022;139440;Store 8;15;;
10/12/2022;139619;Store 5;4;;
10/12/2022;139934;Store 10;16;;
10/12/2022;139641;Store 1;115;;
10/12/2022;139563;Store 13;38;;
10/12/2022;139582;Store 15;55;;
10/12/2022;139416;Store 3;31;;
10/12/2022;139766;Store 1;13;;
10/12/2022;139537;Store 3;1;;
10/12/2022;139603;Store 10;41;;
10/12/2022;139768;Store 5;31;;
10/12/2022;139692;Store 8;19;;
10/12/2022;139508;Store 13;29;;
10/12/2022;139535;Store 11;5;;
10/12/2022;139419;Store 10;12;;
10/12/2022;139520;Store 2;6;;
11/12/2022;139601;Store 8;128;;
11/12/2022;139822;Store 6;1498;;
11/12/2022;139767;Store 9;1;;
11/12/2022;139720;Store 16;23;;
11/12/2022;139650;Store 9;1;;
11/12/2022;139926;Store 13;58;;
11/12/2022;139708;Store 7;24;;
11/12/2022;139590;Store 2;31;;
11/12/2022;139718;Store 2;81;;
11/12/2022;139736;Store 3;24;;
11/12/2022;139667;Store 1;162;;
11/12/2022;139626;Store 15;633;;
11/12/2022;139399;Store 3;47;;
11/12/2022;139779;Store 11;68;;
11/12/2022;139697;Store 12;14;;
11/12/2022;139679;Store 9;81;;
11/12/2022;139933;Store 6;9;;
11/12/2022;139638;Store 1;233;;
11/12/2022;139879;Store 1;2;;
11/12/2022;139436;Store 10;263;;
11/12/2022;139802;Store 12;224;;
11/12/2022;139816;Store 7;1;;
11/12/2022;139748;Store 5;939;;
11/12/2022;139696;Store 1;69;;
11/12/2022;139853;Store 7;4;;
11/12/2022;139854;Store 9;106;;
11/12/2022;139409;Store 13;191;;
11/12/2022;139655;Store 14;7;;
11/12/2022;139689;Store 2;127;;
11/12/2022;139673;Store 4;26;;
11/12/2022;139750;Store 6;13;;
11/12/2022;139882;Store 6;281;;
11/12/2022;139483;Store 6;223;;
11/12/2022;139930;Store 15;44;;
11/12/2022;139627;Store 9;30;;
11/12/2022;139729;Store 4;22;;
11/12/2022;139410;Store 6;257;;
11/12/2022;139634;Store 16;305;;
11/12/2022;139482;Store 16;19;;
11/12/2022;139534;Store 16;38;;
11/12/2022;139573;Store 9;302;;
11/12/2022;139746;Store 16;-1;;
11/12/2022;139644;Store 10;875;;
12/12/2022;139872;Store 14;31;;
12/12/2022;139499;Store 8;3;;
12/12/2022;139437;Store 14;225;;
12/12/2022;139648;Store 4;9;;
12/12/2022;139409;Store 9;168;;
12/12/2022;139520;Store 9;164;;
12/12/2022;139780;Store 6;66;;
12/12/2022;139584;Store 7;12;;
12/12/2022;139858;Store 8;179;;
12/12/2022;139662;Store 9;47;;
12/12/2022;139649;Store 14;9;;
12/12/2022;139603;Store 10;43;;
12/12/2022;139796;Store 14;14;;
12/12/2022;139903;Store 13;19;;
12/12/2022;139782;Store 16;4;;
12/12/2022;139733;Store 10;41;;
12/12/2022;139778;Store 1;269;;
12/12/2022;139813;Store 3;31;;
12/12/2022;139604;Store 6;57;;
12/12/2022;139532;Store 16;70;;
12/12/2022;139503;Store 8;116;;
12/12/2022;139545;Store 14;16;;
12/12/2022;139572;Store 12;168;;
12/12/2022;139535;Store 12;10;;
12/12/2022;139470;Store 1;10;;
12/12/2022;139513;Store 1;10;;
12/12/2022;139526;Store 15;7;;
12/12/2022;139931;Store 2;18;;
12/12/2022;139710;Store 16;4;;
12/12/2022;139653;Store 2;17;;
12/12/2022;139789;Store 5;782;;
12/12/2022;139728;Store 15;71;;
12/12/2022;139474;Store 2;10;;
12/12/2022;139892;Store 12;233;;
12/12/2022;139443;Store 2;24;;
12/12/2022;139655;Store 9;40;;
12/12/2022;139930;Store 4;59;;
12/12/2022;139855;Store 4;106;;
12/12/2022;139931;Store 12;27;;
