Order number;ETD Initial;ETD Updated;GTIN13;No BU;store number;Ordered Quantity;TEU;lat,long;no ship
19788;09/03/2023;;139700;11;Store 11;87;0;;CMA3532
19788;09/03/2023;;139579;11;Store 11;58;0;;CMA3532
19788;09/03/2023;;139388;11;Store 11;77;0;;CMA3532
19788;09/03/2023;;139891;11;Store 11;59;0;;CMA3532
19788;09/03/2023;;139561;11;Store 11;72;0;;CMA3532
19788;09/03/2023;;139588;11;Store 11;74;0;;CMA3532
19788;09/03/2023;;139869;11;Store 11;31;0;;CMA3532
19788;09/03/2023;;139537;11;Store 11;58;0;;CMA3532
19788;09/03/2023;;139404;11;Store 11;67;0;;CMA3532
19788;09/03/2023;;139372;11;Store 11;62;0;;CMA3532
19788;09/03/2023;;139821;11;Store 11;31;0;;CMA3532
19788;09/03/2023;;139467;11;Store 11;67;0;;CMA3532
19788;09/03/2023;;139653;11;Store 11;90;0;;CMA3532
19788;09/03/2023;;139639;11;Store 11;22;0;;CMA3532
19788;09/03/2023;;139372;11;Store 11;36;0;;CMA3532
19788;09/03/2023;;139540;11;Store 11;25;0;;CMA3532
19788;09/03/2023;;139900;11;Store 11;27;0;;CMA3532
19788;09/03/2023;;139739;11;Store 11;49;0;;CMA3532
19788;09/03/2023;;139391;11;Store 11;70;0;;CMA3532
19788;09/03/2023;;139790;11;Store 11;54;0;;CMA3532
19788;09/03/2023;;139355;11;Store 11;85;0;;CMA3532
19788;09/03/2023;;139811;11;Store 11;67;0;;CMA3532
19788;09/03/2023;;139442;11;Store 11;86;0;;CMA3532
19788;09/03/2023;;139552;11;Store 11;39;0;;CMA3532
19788;09/03/2023;;139701;11;Store 11;25;0;;CMA3532
19788;09/03/2023;;139476;11;Store 11;47;0;;CMA3532
19788;09/03/2023;;139556;11;Store 11;80;0;;CMA3532
19788;09/03/2023;;139529;11;Store 11;41;0;;CMA3532
19788;09/03/2023;;139589;11;Store 11;47;0;;CMA3532
19788;09/03/2023;;139519;11;Store 11;52;0;;CMA3532
19788;09/03/2023;;139433;11;Store 11;50;0;;CMA3532
19788;09/03/2023;;139782;11;Store 11;59;0;;CMA3532
19788;09/03/2023;;139926;11;Store 11;83;0;;CMA3532
19788;09/03/2023;;139614;11;Store 11;62;0;;CMA3532
19788;09/03/2023;;139832;11;Store 11;66;0;;CMA3532
19788;09/03/2023;;139693;11;Store 11;40;0;;CMA3532
19788;09/03/2023;;139590;11;Store 11;33;0;;CMA3532
19788;09/03/2023;;139870;11;Store 11;55;0;;CMA3532
19788;09/03/2023;;139669;11;Store 11;66;0;;CMA3532
19788;09/03/2023;;139472;11;Store 11;51;0;;CMA3532
19788;09/03/2023;;139928;11;Store 11;38;0;;CMA3532
19788;09/03/2023;;139612;11;Store 11;37;0;;CMA3532
19788;09/03/2023;;139864;11;Store 11;15;0;;CMA3532
19788;09/03/2023;;139740;11;Store 11;83;0;;CMA3532
17196;23/03/2023;;139821;11;Store 11;86;0;;CMA3535
17196;23/03/2023;;139492;11;Store 11;11;0;;CMA3535
17196;23/03/2023;;139792;11;Store 11;54;0;;CMA3535
17196;23/03/2023;;139319;11;Store 11;76;0;;CMA3535
17196;23/03/2023;;139852;11;Store 11;23;0;;CMA3535
17196;23/03/2023;;139604;11;Store 11;57;0;;CMA3535
17196;23/03/2023;;139431;11;Store 11;93;0;;CMA3535
17196;23/03/2023;;139665;11;Store 11;29;0;;CMA3535
17196;23/03/2023;;139677;11;Store 11;39;0;;CMA3535
17196;23/03/2023;;139785;11;Store 11;12;0;;CMA3535
17196;23/03/2023;;139713;11;Store 11;66;0;;CMA3535
17196;23/03/2023;;139330;11;Store 11;66;0;;CMA3535
17196;23/03/2023;;139676;11;Store 11;34;0;;CMA3535
17196;23/03/2023;;139842;11;Store 11;65;0;;CMA3535
17196;23/03/2023;;139734;11;Store 11;24;0;;CMA3535
17196;23/03/2023;;139936;11;Store 11;73;0;;CMA3535
17196;23/03/2023;;139682;11;Store 11;33;0;;CMA3535
17196;23/03/2023;;139414;11;Store 11;25;0;;CMA3535
17196;23/03/2023;;139525;11;Store 11;45;0;;CMA3535
17196;23/03/2023;;139774;11;Store 11;53;0;;CMA3535
17196;23/03/2023;;139500;11;Store 11;10;0;;CMA3535
17196;23/03/2023;;139457;11;Store 11;46;0;;CMA3535
17196;23/03/2023;;139439;11;Store 11;50;0;;CMA3535
17196;23/03/2023;;139738;11;Store 11;90;0;;CMA3535
17196;23/03/2023;;139744;11;Store 11;12;0;;CMA3535
17196;23/03/2023;;139803;11;Store 11;41;0;;CMA3535
17196;23/03/2023;;139322;11;Store 11;40;0;;CMA3535
17196;23/03/2023;;139818;11;Store 11;82;0;;CMA3535
17196;23/03/2023;;139862;11;Store 11;95;0;;CMA3535
17196;23/03/2023;;139572;11;Store 11;75;0;;CMA3535
17196;23/03/2023;;139375;11;Store 11;18;0;;CMA3535
17196;23/03/2023;;139723;11;Store 11;100;0;;CMA3535
17196;23/03/2023;;139846;11;Store 11;16;0;;CMA3535
17196;23/03/2023;;139890;11;Store 11;57;0;;CMA3535
17196;23/03/2023;;139602;11;Store 11;10;0;;CMA3535
17196;23/03/2023;;139362;11;Store 11;44;0;;CMA3535
17196;23/03/2023;;139763;11;Store 11;16;0;;CMA3535
17196;23/03/2023;;139541;11;Store 11;42;0;;CMA3535
17196;23/03/2023;;139555;11;Store 11;74;0;;CMA3535
17196;23/03/2023;;139402;11;Store 11;33;0;;CMA3535
17196;23/03/2023;;139526;11;Store 11;11;0;;CMA3535
17196;23/03/2023;;139420;11;Store 11;16;0;;CMA3535
17196;23/03/2023;;139739;11;Store 11;96;0;;CMA3535
17196;23/03/2023;;139522;11;Store 11;83;0;;CMA3535
17196;23/03/2023;;139601;11;Store 11;90;0;;CMA3535
17196;23/03/2023;;139443;11;Store 11;94;0;;CMA3535
17196;23/03/2023;;139716;11;Store 11;54;0;;CMA3535
17196;23/03/2023;;139390;11;Store 11;23;0;;CMA3535
17196;23/03/2023;;139517;11;Store 11;88;0;;CMA3535
17196;23/03/2023;;139631;11;Store 11;91;0;;CMA3535
17196;23/03/2023;;139474;11;Store 11;23;0;;CMA3535
17196;23/03/2023;;139715;11;Store 11;51;0;;CMA3535
17196;23/03/2023;;139661;11;Store 11;35;0;;CMA3535
17196;23/03/2023;;139507;11;Store 11;50;0;;CMA3535
17196;23/03/2023;;139713;11;Store 11;45;0;;CMA3535
17196;23/03/2023;;139769;11;Store 11;43;0;;CMA3535
17196;23/03/2023;;139846;11;Store 11;68;0;;CMA3535
17196;23/03/2023;;139582;11;Store 11;12;0;;CMA3535
17196;23/03/2023;;139701;11;Store 11;63;0;;CMA3535
11170;09/03/2023;;139470;2;Store 2;43;0;;CMA3536
11170;09/03/2023;;139630;2;Store 2;66;0;;CMA3536
11170;09/03/2023;;139663;2;Store 2;31;0;;CMA3536
11170;09/03/2023;;139304;2;Store 2;86;0;;CMA3536
11170;09/03/2023;;139658;2;Store 2;67;0;;CMA3536
11170;09/03/2023;;139769;2;Store 2;22;0;;CMA3536
11170;09/03/2023;;139679;2;Store 2;42;0;;CMA3536
11170;09/03/2023;;139355;2;Store 2;75;0;;CMA3536
11170;09/03/2023;;139373;2;Store 2;50;0;;CMA3536
11170;09/03/2023;;139532;2;Store 2;17;0;;CMA3536
11170;09/03/2023;;139518;2;Store 2;85;0;;CMA3536
11170;09/03/2023;;139375;2;Store 2;70;0;;CMA3536
11170;09/03/2023;;139391;2;Store 2;80;0;;CMA3536
11170;09/03/2023;;139724;2;Store 2;44;0;;CMA3536
11170;09/03/2023;;139918;2;Store 2;12;0;;CMA3536
11170;09/03/2023;;139681;2;Store 2;99;0;;CMA3536
11170;09/03/2023;;139815;2;Store 2;93;0;;CMA3536
11170;09/03/2023;;139476;2;Store 2;32;0;;CMA3536
11170;09/03/2023;;139618;2;Store 2;87;0;;CMA3536
11170;09/03/2023;;139832;2;Store 2;13;0;;CMA3536
11170;09/03/2023;;139525;2;Store 2;84;0;;CMA3536
11170;09/03/2023;;139330;2;Store 2;88;0;;CMA3536
11170;09/03/2023;;139643;2;Store 2;11;0;;CMA3536
11170;09/03/2023;;139434;2;Store 2;29;0;;CMA3536
11170;09/03/2023;;139650;2;Store 2;33;0;;CMA3536
11170;09/03/2023;;139327;2;Store 2;46;0;;CMA3536
11170;09/03/2023;;139513;2;Store 2;76;0;;CMA3536
11170;09/03/2023;;139456;2;Store 2;87;0;;CMA3536
11170;09/03/2023;;139503;2;Store 2;62;0;;CMA3536
11170;09/03/2023;;139740;2;Store 2;26;0;;CMA3536
11170;09/03/2023;;139536;2;Store 2;74;0;;CMA3536
11170;09/03/2023;;139440;2;Store 2;86;0;;CMA3536
11170;09/03/2023;;139791;2;Store 2;14;0;;CMA3536
11170;09/03/2023;;139428;2;Store 2;63;0;;CMA3536
11170;09/03/2023;;139731;2;Store 2;55;0;;CMA3536
11170;09/03/2023;;139925;2;Store 2;36;0;;CMA3536
11170;09/03/2023;;139909;2;Store 2;30;0;;CMA3536
11170;09/03/2023;;139447;2;Store 2;99;0;;CMA3536
11170;09/03/2023;;139839;2;Store 2;84;0;;CMA3536
11170;09/03/2023;;139611;2;Store 2;90;0;;CMA3536
11170;09/03/2023;;139783;2;Store 2;75;0;;CMA3536
11170;09/03/2023;;139841;2;Store 2;27;0;;CMA3536
11170;09/03/2023;;139658;2;Store 2;34;0;;CMA3536
11170;09/03/2023;;139416;2;Store 2;90;0;;CMA3536
11170;09/03/2023;;139714;2;Store 2;90;0;;CMA3536
11170;09/03/2023;;139360;2;Store 2;65;0;;CMA3536
11170;09/03/2023;;139823;2;Store 2;71;0;;CMA3536
11170;09/03/2023;;139603;2;Store 2;57;0;;CMA3536
11170;09/03/2023;;139357;2;Store 2;25;0;;CMA3536
11170;09/03/2023;;139647;2;Store 2;19;0;;CMA3536
11170;09/03/2023;;139382;2;Store 2;71;0;;CMA3536
11170;09/03/2023;;139704;2;Store 2;43;0;;CMA3536
11170;09/03/2023;;139542;2;Store 2;88;0;;CMA3536
11170;09/03/2023;;139389;2;Store 2;14;0;;CMA3536
11170;09/03/2023;;139603;2;Store 2;91;0;;CMA3536
11170;09/03/2023;;139519;2;Store 2;67;0;;CMA3536
11170;09/03/2023;;139640;2;Store 2;100;0;;CMA3536
11170;09/03/2023;;139674;2;Store 2;40;0;;CMA3536
11170;09/03/2023;;139540;2;Store 2;67;0;;CMA3536
11170;09/03/2023;;139475;2;Store 2;40;0;;CMA3536
11170;09/03/2023;;139871;2;Store 2;27;0;;CMA3536
11170;09/03/2023;;139445;2;Store 2;61;0;;CMA3536
11170;09/03/2023;;139722;2;Store 2;19;0;;CMA3536
11170;09/03/2023;;139745;2;Store 2;43;0;;CMA3536
11170;09/03/2023;;139600;2;Store 2;83;0;;CMA3536
11170;09/03/2023;;139818;2;Store 2;91;0;;CMA3536
11170;09/03/2023;;139419;2;Store 2;18;0;;CMA3536
11170;09/03/2023;;139800;2;Store 2;80;0;;CMA3536
11170;09/03/2023;;139604;2;Store 2;20;0;;CMA3536
11170;09/03/2023;;139677;2;Store 2;57;0;;CMA3536
11170;09/03/2023;;139682;2;Store 2;100;0;;CMA3536
11170;09/03/2023;;139588;2;Store 2;63;0;;CMA3536
11170;09/03/2023;;139746;2;Store 2;87;0;;CMA3536
11170;09/03/2023;;139336;2;Store 2;41;0;;CMA3536
11170;09/03/2023;;139772;2;Store 2;93;0;;CMA3536
11170;09/03/2023;;139553;2;Store 2;57;0;;CMA3536
11170;09/03/2023;;139477;2;Store 2;50;0;;CMA3536
11170;09/03/2023;;139711;2;Store 2;37;0;;CMA3536
11170;09/03/2023;;139504;2;Store 2;30;0;;CMA3536
11170;09/03/2023;;139795;2;Store 2;82;0;;CMA3536
11170;09/03/2023;;139857;2;Store 2;56;0;;CMA3536
11170;09/03/2023;;139784;2;Store 2;47;0;;CMA3536
11170;09/03/2023;;139339;2;Store 2;74;0;;CMA3536
11170;09/03/2023;;139780;2;Store 2;35;0;;CMA3536
11170;09/03/2023;;139924;2;Store 2;60;0;;CMA3536
11170;09/03/2023;;139743;2;Store 2;29;0;;CMA3536
11170;09/03/2023;;139698;2;Store 2;26;0;;CMA3536
11170;09/03/2023;;139839;2;Store 2;11;0;;CMA3536
11170;09/03/2023;;139401;2;Store 2;96;0;;CMA3536
11170;09/03/2023;;139889;2;Store 2;35;0;;CMA3536
11170;09/03/2023;;139427;2;Store 2;95;0;;CMA3536
11170;09/03/2023;;139561;2;Store 2;61;0;;CMA3536
11170;09/03/2023;;139310;2;Store 2;45;0;;CMA3536
11170;09/03/2023;;139599;2;Store 2;21;0;;CMA3536
11170;09/03/2023;;139353;2;Store 2;89;0;;CMA3536
11170;09/03/2023;;139483;2;Store 2;42;0;;CMA3536
11170;09/03/2023;;139375;2;Store 2;54;0;;CMA3536
11170;09/03/2023;;139877;2;Store 2;34;0;;CMA3536
11170;09/03/2023;;139849;2;Store 2;99;0;;CMA3536
11170;09/03/2023;;139597;2;Store 2;97;0;;CMA3536
11170;09/03/2023;;139809;2;Store 2;82;0;;CMA3536
11170;09/03/2023;;139819;2;Store 2;50;0;;CMA3536
11170;09/03/2023;;139506;2;Store 2;96;0;;CMA3536
11170;09/03/2023;;139485;2;Store 2;78;0;;CMA3536
11170;09/03/2023;;139306;2;Store 2;67;0;;CMA3536
11170;09/03/2023;;139884;2;Store 2;68;0;;CMA3536
11170;09/03/2023;;139409;2;Store 2;43;0;;CMA3536
11170;09/03/2023;;139429;2;Store 2;69;0;;CMA3536
11170;09/03/2023;;139709;2;Store 2;13;0;;CMA3536
11170;09/03/2023;;139438;2;Store 2;36;0;;CMA3536
11170;09/03/2023;;139612;2;Store 2;19;0;;CMA3536
11170;09/03/2023;;139916;2;Store 2;35;0;;CMA3536
11170;09/03/2023;;139774;2;Store 2;62;0;;CMA3536
11170;09/03/2023;;139598;2;Store 2;47;0;;CMA3536
11170;09/03/2023;;139363;2;Store 2;49;0;;CMA3536
11170;09/03/2023;;139498;2;Store 2;25;0;;CMA3536
11170;09/03/2023;;139569;2;Store 2;41;0;;CMA3536
11170;09/03/2023;;139334;2;Store 2;72;0;;CMA3536
11170;09/03/2023;;139403;2;Store 2;13;0;;CMA3536
11170;09/03/2023;;139435;2;Store 2;17;0;;CMA3536
11170;09/03/2023;;139716;2;Store 2;55;0;;CMA3536
11170;09/03/2023;;139670;2;Store 2;90;0;;CMA3536
11170;09/03/2023;;139465;2;Store 2;54;0;;CMA3536
11170;09/03/2023;;139417;2;Store 2;64;0;;CMA3536
11170;09/03/2023;;139768;2;Store 2;23;0;;CMA3536
11170;09/03/2023;;139526;2;Store 2;44;0;;CMA3536
11170;09/03/2023;;139496;2;Store 2;48;0;;CMA3536
11170;09/03/2023;;139893;2;Store 2;19;0;;CMA3536
11170;09/03/2023;;139569;2;Store 2;34;0;;CMA3536
11170;09/03/2023;;139883;2;Store 2;76;0;;CMA3536
11170;09/03/2023;;139938;2;Store 2;16;0;;CMA3536
18465;23/03/2023;23/03/2023;139762;2;Store 2;24;0.19686746987951803;;CMA3536
18465;23/03/2023;23/03/2023;139789;2;Store 2;10;0.15542168674698795;;CMA3536
18465;23/03/2023;23/03/2023;139533;2;Store 2;14;0.06707831325301204;;CMA3536
18465;23/03/2023;23/03/2023;139846;2;Store 2;54;0.05271084337349397;;CMA3536
18465;23/03/2023;23/03/2023;139474;2;Store 2;76;0.45337349397590354;;CMA3536
18465;23/03/2023;23/03/2023;139767;2;Store 2;50;0.4480120481927711;;CMA3536
18465;23/03/2023;23/03/2023;139578;2;Store 2;46;0.6240963855421686;;CMA3536
18465;23/03/2023;23/03/2023;139839;2;Store 2;34;0.2656626506024096;;CMA3536
18465;23/03/2023;23/03/2023;139586;2;Store 2;86;0.21548192771084335;;CMA3536
18465;23/03/2023;23/03/2023;139898;2;Store 2;24;0.4413253012048192;;CMA3536
18465;23/03/2023;23/03/2023;139570;2;Store 2;54;0.03397590361445783;;CMA3536
18465;23/03/2023;23/03/2023;139740;2;Store 2;20;0.02548192771084337;;CMA3536
18465;23/03/2023;23/03/2023;139423;2;Store 2;29;0.02548192771084337;;CMA3536
18465;23/03/2023;23/03/2023;139465;2;Store 2;18;0.02548192771084337;;CMA3536
18465;23/03/2023;23/03/2023;139640;2;Store 2;36;1.1334939759036142;;CMA3536
18465;23/03/2023;23/03/2023;139564;2;Store 2;82;0.08265060240963855;;CMA3536
18465;23/03/2023;23/03/2023;139879;2;Store 2;65;0.0472289156626506;;CMA3536
18465;23/03/2023;23/03/2023;139894;2;Store 2;34;0.0472289156626506;;CMA3536
18465;23/03/2023;23/03/2023;139605;2;Store 2;92;0.0472289156626506;;CMA3536
18465;23/03/2023;23/03/2023;139759;2;Store 2;80;0.05171686746987952;;CMA3536
18465;23/03/2023;23/03/2023;139723;2;Store 2;31;0.1908433734939759;;CMA3536
18465;23/03/2023;23/03/2023;139311;2;Store 2;59;0.07156626506024096;;CMA3536
18465;23/03/2023;23/03/2023;139854;2;Store 2;89;0.21759036144578311;;CMA3536
18465;23/03/2023;23/03/2023;139751;2;Store 2;11;0.43138554216867464;;CMA3536
18465;23/03/2023;23/03/2023;139607;2;Store 2;61;1.310843373493976;;CMA3536
18465;23/03/2023;23/03/2023;139378;2;Store 2;33;1.2052409638554216;;CMA3536
18465;23/03/2023;23/03/2023;139851;2;Store 2;71;8.898855421686747;;CMA3536
18465;23/03/2023;23/03/2023;139317;2;Store 2;99;0.15518072289156626;;CMA3536
18465;23/03/2023;23/03/2023;139875;2;Store 2;31;0.13578313253012048;;CMA3536
18465;23/03/2023;23/03/2023;139428;2;Store 2;47;0.3567469879518072;;CMA3536
18465;23/03/2023;23/03/2023;139645;2;Store 2;73;11.638554216867469;;CMA3536
18465;23/03/2023;23/03/2023;139692;2;Store 2;94;8.902680722891565;;CMA3536
18465;23/03/2023;23/03/2023;139629;2;Store 2;10;7.067891566265059;;CMA3536
18465;23/03/2023;23/03/2023;139737;2;Store 2;78;0.33240963855421685;;CMA3536
18465;23/03/2023;23/03/2023;139675;2;Store 2;95;0.30722891566265054;;CMA3536
18465;23/03/2023;23/03/2023;139781;2;Store 2;77;0.3240361445783132;;CMA3536
18465;23/03/2023;23/03/2023;139910;2;Store 2;20;0.017349397590361443;;CMA3536
18465;23/03/2023;23/03/2023;139449;2;Store 2;13;0.32349397590361445;;CMA3536
18465;23/03/2023;23/03/2023;139643;2;Store 2;49;0.32349397590361445;;CMA3536
18465;23/03/2023;23/03/2023;139330;2;Store 2;92;0.16174698795180723;;CMA3536
18465;23/03/2023;23/03/2023;139450;2;Store 2;22;2.8109638554216865;;CMA3536
18465;23/03/2023;23/03/2023;139668;2;Store 2;63;0.68144578313253;;CMA3536
18465;23/03/2023;23/03/2023;139327;2;Store 2;76;1.9591566265060238;;CMA3536
18465;23/03/2023;23/03/2023;139549;2;Store 2;19;0.47144578313253005;;CMA3536
18465;23/03/2023;23/03/2023;139808;2;Store 2;91;0.25554216867469876;;CMA3536
18465;23/03/2023;23/03/2023;139727;2;Store 2;93;0.25554216867469876;;CMA3536
18465;23/03/2023;23/03/2023;139434;2;Store 2;88;0.029819277108433732;;CMA3536
18465;23/03/2023;23/03/2023;139304;2;Store 2;69;0.4247590361445783;;CMA3536
18465;23/03/2023;23/03/2023;139775;2;Store 2;34;0.2253012048192771;;CMA3536
18465;23/03/2023;23/03/2023;139775;2;Store 2;57;0.010361445783132528;;CMA3536
18465;23/03/2023;23/03/2023;139388;2;Store 2;15;0.003614457831325301;;CMA3536
18465;23/03/2023;23/03/2023;139473;2;Store 2;66;0.11265060240963855;;CMA3536
18465;23/03/2023;23/03/2023;139453;2;Store 2;23;0.11265060240963855;;CMA3536
18465;23/03/2023;23/03/2023;139917;2;Store 2;26;0.1450602409638554;;CMA3536
18465;23/03/2023;23/03/2023;139307;2;Store 2;66;0.021325301204819274;;CMA3536
18465;23/03/2023;23/03/2023;139428;2;Store 2;64;0.0455722891566265;;CMA3536
18465;23/03/2023;23/03/2023;139684;2;Store 2;55;0.0455722891566265;;CMA3536
18465;23/03/2023;23/03/2023;139639;2;Store 2;42;0.06042168674698794;;CMA3536
18465;23/03/2023;23/03/2023;139726;2;Store 2;10;0.0455722891566265;;CMA3536
18465;23/03/2023;23/03/2023;139936;2;Store 2;21;0.516867469879518;;CMA3536
18465;23/03/2023;23/03/2023;139834;2;Store 2;72;1.9124096385542166;;CMA3536
18465;23/03/2023;23/03/2023;139847;2;Store 2;87;0.5013253012048192;;CMA3536
18465;23/03/2023;23/03/2023;139533;2;Store 2;91;0.5659939759036144;;CMA3536
18465;23/03/2023;23/03/2023;139363;2;Store 2;94;1.8325301204819278;;CMA3536
18465;23/03/2023;23/03/2023;139827;2;Store 2;19;0.2927710843373494;;CMA3536
18465;23/03/2023;23/03/2023;139814;2;Store 2;42;0.22662650602409637;;CMA3536
18465;23/03/2023;23/03/2023;139305;2;Store 2;29;0.20072289156626502;;CMA3536
18465;23/03/2023;23/03/2023;139391;2;Store 2;62;0.23656626506024095;;CMA3536
18465;23/03/2023;23/03/2023;139688;2;Store 2;73;0.11828313253012047;;CMA3536
18465;23/03/2023;23/03/2023;139539;2;Store 2;97;1.278433734939759;;CMA3536
18465;23/03/2023;23/03/2023;139917;2;Store 2;59;1.1363855421686746;;CMA3536
18465;23/03/2023;23/03/2023;139431;2;Store 2;25;0.6881927710843373;;CMA3536
18465;23/03/2023;23/03/2023;139926;2;Store 2;97;0.41373493975903614;;CMA3536
18465;23/03/2023;23/03/2023;139431;2;Store 2;47;0.41373493975903614;;CMA3536
18465;23/03/2023;23/03/2023;139744;2;Store 2;81;2.5503614457831323;;CMA3536
18465;23/03/2023;23/03/2023;139857;2;Store 2;88;0.19481927710843372;;CMA3536
18465;23/03/2023;23/03/2023;139386;2;Store 2;15;1.4168674698795178;;CMA3536
18465;23/03/2023;23/03/2023;139806;2;Store 2;47;0.19481927710843372;;CMA3536
18465;23/03/2023;23/03/2023;139537;2;Store 2;25;1.7002409638554214;;CMA3536
18465;23/03/2023;23/03/2023;139827;2;Store 2;44;0.46716867469879514;;CMA3536
18465;23/03/2023;23/03/2023;139622;2;Store 2;41;0.29728915662650596;;CMA3536
18465;23/03/2023;23/03/2023;139411;2;Store 2;100;1.3809939759036143;;CMA3536
18465;23/03/2023;23/03/2023;139935;2;Store 2;90;1.190512048192771;;CMA3536
18465;23/03/2023;23/03/2023;139568;2;Store 2;44;1.0000301204819277;;CMA3536
18465;23/03/2023;23/03/2023;139578;2;Store 2;66;2.0361445783132526;;CMA3536
18465;23/03/2023;23/03/2023;139507;2;Store 2;58;0.8144578313253011;;CMA3536
18465;23/03/2023;23/03/2023;139930;2;Store 2;100;1.3469879518072287;;CMA3536
18465;23/03/2023;23/03/2023;139755;2;Store 2;11;1.125;;CMA3536
18465;23/03/2023;23/03/2023;139879;2;Store 2;75;0.3;;CMA3536
18465;23/03/2023;23/03/2023;139691;2;Store 2;36;1.3499999999999999;;CMA3536
18465;23/03/2023;23/03/2023;139832;2;Store 2;41;0.8295180722891565;;CMA3536
18465;23/03/2023;23/03/2023;139494;2;Store 2;69;0.19518072289156627;;CMA3536
18465;23/03/2023;23/03/2023;139668;2;Store 2;10;0.05349397590361445;;CMA3536
18465;23/03/2023;23/03/2023;139687;2;Store 2;28;0.07819277108433735;;CMA3536
18465;23/03/2023;23/03/2023;139747;2;Store 2;32;0.0697590361445783;;CMA3536
18465;23/03/2023;23/03/2023;139718;2;Store 2;48;0.0697590361445783;;CMA3536
18465;23/03/2023;23/03/2023;139429;2;Store 2;61;0.0953012048192771;;CMA3536
18465;23/03/2023;23/03/2023;139478;2;Store 2;60;0.0953012048192771;;CMA3536
18465;23/03/2023;23/03/2023;139362;2;Store 2;32;0.2934939759036144;;CMA3536
18465;23/03/2023;23/03/2023;139616;2;Store 2;88;0.0636144578313253;;CMA3536
18465;23/03/2023;23/03/2023;139823;2;Store 2;92;0.04337349397590361;;CMA3536
18465;23/03/2023;23/03/2023;139404;2;Store 2;28;0.008674698795180721;;CMA3536
18465;23/03/2023;23/03/2023;139780;2;Store 2;75;0.1331325301204819;;CMA3536
18465;23/03/2023;23/03/2023;139880;2;Store 2;32;0.015361445783132529;;CMA3536
18465;23/03/2023;23/03/2023;139667;2;Store 2;44;0.015361445783132529;;CMA3536
18465;23/03/2023;23/03/2023;139746;2;Store 2;42;0.02939759036144578;;CMA3536
18465;23/03/2023;23/03/2023;139578;2;Store 2;63;0.011024096385542168;;CMA3536
18465;23/03/2023;23/03/2023;139331;2;Store 2;49;0.011024096385542168;;CMA3536
18465;23/03/2023;23/03/2023;139356;2;Store 2;79;0.17692771084337347;;CMA3536
18465;23/03/2023;23/03/2023;139707;2;Store 2;80;0.20662650602409638;;CMA3536
18465;23/03/2023;23/03/2023;139929;2;Store 2;77;0.33566265060240963;;CMA3536
18465;23/03/2023;23/03/2023;139665;2;Store 2;89;0.2319277108433735;;CMA3536
18465;23/03/2023;23/03/2023;139793;2;Store 2;89;0.11596385542168675;;CMA3536
18465;23/03/2023;23/03/2023;139484;2;Store 2;59;0.11596385542168675;;CMA3536
18465;23/03/2023;23/03/2023;139937;2;Store 2;89;0.5665662650602409;;CMA3536
18465;23/03/2023;23/03/2023;139471;2;Store 2;31;0.051506024096385536;;CMA3536
18465;23/03/2023;23/03/2023;139555;2;Store 2;89;0.051506024096385536;;CMA3536
18465;23/03/2023;23/03/2023;139687;2;Store 2;54;0.2963855421686747;;CMA3536
18465;23/03/2023;23/03/2023;139738;2;Store 2;26;0.07409638554216867;;CMA3536
18465;23/03/2023;23/03/2023;139724;2;Store 2;75;0.07409638554216867;;CMA3536
18465;23/03/2023;23/03/2023;139563;2;Store 2;43;0.018072289156626505;;CMA3536
18465;23/03/2023;23/03/2023;139412;2;Store 2;88;0.010843373493975902;;CMA3536
18465;23/03/2023;23/03/2023;139613;2;Store 2;58;0.003614457831325301;;CMA3536
18465;23/03/2023;23/03/2023;139478;2;Store 2;20;0.03626506024096385;;CMA3536
18465;23/03/2023;23/03/2023;139355;2;Store 2;37;0.020722891566265056;;CMA3536
18465;23/03/2023;23/03/2023;139510;2;Store 2;80;0.005180722891566264;;CMA3536
18465;23/03/2023;23/03/2023;139382;2;Store 2;57;0.3171686746987951;;CMA3536
18465;23/03/2023;23/03/2023;139827;2;Store 2;87;0.12891566265060242;;CMA3536
18465;23/03/2023;23/03/2023;139343;2;Store 2;62;0.05629518072289156;;CMA3536
18465;23/03/2023;23/03/2023;139673;2;Store 2;72;0.9992168674698794;;CMA3536
18465;23/03/2023;23/03/2023;139409;2;Store 2;11;0.27433734939759036;;CMA3536
18465;23/03/2023;23/03/2023;139675;2;Store 2;39;0.9992168674698794;;CMA3536
18465;23/03/2023;23/03/2023;139883;2;Store 2;72;0.33084337349397586;;CMA3536
18465;23/03/2023;23/03/2023;139514;2;Store 2;91;0.5431325301204819;;CMA3536
18465;23/03/2023;23/03/2023;139719;2;Store 2;73;0.14578313253012046;;CMA3536
18465;23/03/2023;23/03/2023;139389;2;Store 2;12;0.3957831325301205;;CMA3536
18465;23/03/2023;23/03/2023;139395;2;Store 2;72;0.10391566265060241;;CMA3536
18465;23/03/2023;23/03/2023;139482;2;Store 2;94;0.2746987951807228;;CMA3536
18465;23/03/2023;23/03/2023;139887;2;Store 2;58;0.05518072289156626;;CMA3536
18465;23/03/2023;23/03/2023;139721;2;Store 2;88;0.15855421686746987;;CMA3536
18465;23/03/2023;23/03/2023;139383;2;Store 2;88;0.8804819277108433;;CMA3536
12072;23/03/2023;23/03/2023;139626;2;Store 2;50;0.03626506024096385;;CMA3533
12072;23/03/2023;23/03/2023;139753;2;Store 2;40;0.031084337349397587;;CMA3533
